,customer_id,age,annual_income,credit_score,employment-type,education__level,marital_status,city,customer_segment,loan_type,loan_amount_(inr),tenure_months,monthly_visits,debt_to_income,loan_approved?,valid_age
214,CUST101246,67.0,820421.0,843.0,Salaried,Diploma,Married,Pune,Affluent,Education,455429.0,60,7.0,True,Yes,True
215,CUST101301,,650000.0,670.0,Business,Postgraduate,Single,Delhi,Affluent,Auto,237877.0,84,3.0,True,Yes,False
216,CUST101317,54.0,520581.0,,,Graduate,Married,Hyderabad,Affluent,Auto,133731.0,60,5.0,True,Yes,True
217,CUST100352,23.0,380679.0,755.0,,Diploma,Married,Chennai,Affluent,Business,307410.0,24,4.0,True,Yes,True
218,CUST100495,34.0,182027.0,706.0,,Postgraduate,Single,Hyderabad,Mass,Business,356296.0,84,4.0,True,Yes,True
219,CUST100964,31.0,1172173.0,750.0,Contract,Postgraduate,Divorced,Hyderabad,Mass,Auto,1353211.0,48,7.0,True,No,True
220,CUST100539,46.0,1498176.0,762.0,,Postgraduate,Single,Jaipur,Affluent,Home,2137460.0,84,5.0,True,No,True
221,CUST101315,63.0,686476.0,744.0,Business,Graduate,Married,Bengaluru,Affluent,Education,388752.0,24,7.0,True,Yes,True
222,CUST100719,,357187.0,690.0,Business,Diploma,Married,Delhi,Affluent,Business,656807.0,48,7.0,True,Yes,False
223,CUST100164,40.0,370342.0,683.0,Contract,Postgraduate,Married,Mumbai,Mass,Personal,190440.0,36,5.0,True,No,True
224,CUST100910,25.0,120000.0,738.0,Contract,12Th,Married,Delhi,Sme,Business,194903.0,12,3.0,True,Yes,True
225,CUST100501,26.0,636283.0,,Self-Employed,Postgraduate,unknown,Delhi,Premium,Business,1830516.0,60,6.0,True,Yes,True
226,CUST100307,35.0,228257.0,711.0,Self-Employed,Postgraduate,Single,Hyderabad,Mass,Home,,60,8.0,True,No,True
227,CUST100669,64.0,763906.0,690.0,Salaried,Postgraduate,Married,Pune,Mass,Home,412123.0,36,5.0,True,Yes,True
228,CUST100673,50.0,500969.0,709.0,Salaried,Graduate,Married,Delhi,Affluent,Business,1486299.0,12,8.0,True,Yes,True
229,CUST100602,57.0,496613.0,734.0,Business,Postgraduate,Married,Bengaluru,Mass,Business,935694.0,12,1.0,True,No,True
230,CUST101028,,755671.0,631.0,Contract,Diploma,Married,Pune,Affluent,Business,254055.0,120,0.0,True,No,False
231,CUST101176,36.0,491670.0,752.0,Self-Employed,Diploma,Single,Mumbai,Sme,Education,860688.0,36,,True,Yes,True
232,CUST101217,,639695.0,,,Postgraduate,Single,Pune,Affluent,Education,483098.0,24,7.0,True,Yes,False
233,CUST101089,51.0,100.0,652.0,Contract,Graduate,Married,Delhi,Affluent,Home,,72,7.0,True,Yes,True
234,CUST100193,49.0,848654.0,609.0,Salaried,Graduate,Single,Jaipur,Mass,Business,720675.0,48,4.0,True,Yes,True
235,CUST101214,61.0,1209373.0,722.0,Salaried,12Th,Married,Bengaluru,Premium,Auto,,60,6.0,True,Yes,True
236,CUST101102,43.0,940306.0,696.0,Self-Employed,Graduate,M,Kolkata,Affluent,Education,,48,4.0,True,Yes,True
237,CUST101090,27.0,1030835.0,687.0,Salaried,Postgraduate,Single,Bengaluru,Affluent,Auto,417719.0,60,3.0,True,Yes,True
238,CUST100064,66.0,998441.0,732.0,Unknown,Graduate,Single,Mumbai,Mass,Business,537912.0,84,6.0,True,No,True
239,CUST100711,52.0,570736.0,669.0,Business,12Th,Married,Delhi,Mass,Home,,120,5.0,True,Yes,True
240,CUST100883,42.0,1192672.0,763.0,Contract,Graduate,Single,Mumbai,Affluent,Business,312556.0,60,6.0,True,Yes,True
241,CUST100934,51.0,540162.0,707.0,Contract,Graduate,Single,Bengaluru,Mass,Home,701378.0,36,5.0,True,Yes,True
242,CUST100947,66.0,723772.0,661.0,Contract,Post Graduate,Married,Hyderabad,Premium,Education,996879.0,84,4.0,True,No,True
243,CUST100915,48.0,744599.0,682.0,Contract,Graduate,Single,Bengaluru,Mass,Business,393834.0,12,9.0,True,Yes,True
244,CUST100275,40.0,616649.0,783.0,Contract,Graduate,Divorced,,Mass,Auto,231853.0,72,3.0,True,Yes,True
245,CUST100619,23.0,2387806.0,789.0,Contract,Post Graduate,Single,Chennai,Unknown,Education,725288.0,36,4.0,True,Yes,True
246,CUST101470,23.0,,799.0,Salaried,Graduate,Married,Jaipur,Mass,Auto,685631.0,72,3.0,True,No,True
247,CUST100863,26.0,846466.0,729.0,Self-Employed,Graduate,Single ,Kolkata,Mass,Auto,276657.0,12,6.0,True,No,True
248,CUST100199,36.0,1250649.0,753.0,Salaried,Postgraduate,Married,Bengaluru,Mass,Personal,,72,,True,Yes,True
249,CUST100809,39.0,650000.0,663.0,,Other,Single,Chennai,Premium,Auto,596623.0,120,5.0,True,Yes,True
250,CUST100340,65.0,,807.0,Salaried,Graduate,Married,Hyderabad,Affluent,Education,352716.0,24,,True,Yes,True
251,CUST101363,37.0,373608.0,720.0,Contract,Graduate,Single,Mumbai,Premium,Home,435748.0,84,,True,No,True
252,CUST101392,45.0,824863.0,668.0,Business,Graduate,Married,,Mass,Home Loan,,36,6.0,True,Yes,True
253,CUST100272,22.0,1322163.0,671.0,Salaried,Diploma,Married,Pune,Affluent,Education,1058781.0,60,8.0,True,Yes,True
254,CUST100579,62.0,372929.0,751.0,Salaried,Postgraduate,Single,Hyderabad,Mass,Education,,120,5.0,True,Yes,True
255,CUST100219,42.0,1020769.0,777.0,Self Employed,Graduate,Married,Kolkata,Premium,Home,345358.0,48,6.0,True,No,True
256,CUST100491,64.0,994875.0,712.0,Salaried,12Th,Married,Jaipur,Affluent,Home,312046.0,12,8.0,True,Yes,True
257,CUST101241,44.0,,721.0,Business,12Th,Single,Bengaluru,Affluent,Education,100.0,72,3.0,True,Yes,True
258,CUST100436,26.0,685444.0,679.0,Contract,Diploma,Married,Delhi,Mass,Home,,48,4.0,True,Yes,True
259,CUST100353,35.0,582257.0,806.0,Salaried,Graduate,Single,Mumbai,Mass,Home,456757.0,72,,True,Yes,True
260,CUST101035,24.0,1101672.0,692.0,Unknown,12Th,Married,Kolkata,Mass,Home,360292.0,120,5.0,True,Yes,True
261,CUST101377,66.0,987293.0,688.0,Salaried,Graduate,Single,Chennai,Mass,Education,652615.0,72,4.0,True,Yes,True
262,CUST100325,66.0,450815.0,712.0,Salaried,Postgraduate,Married,Pune,Affluent,Personal,1423839.0,84,1.0,True,Yes,True
263,CUST100416,52.0,,790.0,Business,Graduate, MARRIED ,Delhi,Affluent,Business,216767.0,48,7.0,True,Yes,True
264,CUST100715,105.0,728296.0,668.0,Salaried,12Th,Married,Jaipur,Sme,Personal,317698.0,48,4.0,True,Yes,True
265,CUST101302,39.0,,718.0,Business,Postgraduate,Single,Chennai,Sme,Personal,593812.0,84,7.0,True,No,True
266,CUST100552,39.0,1303304.0,751.0,Business,Postgraduate,Single,Hyderabad,Mass,Personal,1706070.0,24,7.0,True,Yes,True
267,CUST100713,55.0,428478.0,788.0,Self-Employed,Postgraduate,Married,Pune,Premium,Auto,334427.0,48,4.0,True,Yes,True
268,CUST100650,60.0,1030270.0,750.0,Business,Graduate,Single,Hyderabad,Affluent,Personal,185431.0,72,2.0,True,No,True
269,CUST100423,57.0,248696.0,655.0,Contract,,Single,Chennai,Mass,Auto,238268.0,24,8.0,True,No,True
270,CUST100290,43.0,779628.0,696.0,Contract,Graduate,Divorced,Mumbai,Affluent,Business,519725.0,120,3.0,True,Yes,True
271,CUST100766,57.0,440724.0,,Self-Employed,,Married,Mumbai,Affluent,Home,,72,6.0,True,Yes,True
272,CUST100651,43.0,314156.0,601.0,Salaried,12Th,Married,Hyderabad,Affluent,Auto,1295129.0,60,7.0,True,Yes,True
273,CUST100568,32.0,642791.0,712.0,Salaried,Postgraduate,Single,Jaipur,Mass,Education,331261.0,84,5.0,True,No,True
274,CUST101180,22.0,387850.0,684.0,Salaried,Postgraduate,Single,Chennai,Affluent,Personal,503392.0,24,4.0,True,pending,True
275,CUST101346,67.0,598241.0,819.0,Contract,Graduate,Single,Delhi,Mass,Business,505896.0,12,6.0,True,Yes,True
276,CUST101005,27.0,1116666.0,731.0,Salaried,Graduate,Single,Mumbai,Affluent,Personal,162385.0,84,5.0,True,Yes,True
277,CUST100278,57.0,688929.0,579.0,Contract,Graduate,Married,Mumbai,Premium,Personal,142555.0,24,1.0,True,Yes,True
278,CUST101194,54.0,160250.0,,Self-Employed,Graduate,Married,Jaipur,Affluent,Auto,1490266.0,36,4.0,True,Yes,True
279,CUST100506,42.0,835866.0,692.0,Contract,Graduate,Single,Hyderabad,Affluent,Business,,24,2.0,True,Yes,True
280,CUST100237,52.0,515243.0,777.0,Self-Employed,Other,Divorced,Hyderabad,Sme,Personal,194043.0,12,6.0,True,Yes,True
281,CUST100618,33.0,891369.0,729.0,Self-Employed,Graduate,Married,Pune,Mass,Auto,583571.0,72,9.0,True,Yes,True
282,CUST101000,45.0,341910.0,777.0,Business,Graduate,Married,Mumbai,Premium,Auto,298093.0,36,3.0,True,No,True
283,CUST101481,28.0,501697.0,712.0,Salaried,Graduate,Married,Hyderabad,Mass,Personal,328807.0,120,7.0,True,Yes,True
284,CUST100463,56.0,442690.0,777.0,Business,Postgraduate,Single,Delhi,Mass,Education,824759.0,120,5.0,True,Yes,True
285,CUST100933,33.0,840835.0,741.0,Business,Diploma,Single,,Sme,Home,110749.0,60,8.0,True,Yes,True
286,CUST100209,33.0,581426.0,714.0,Salaried,Graduate,Married,Bengaluru,Affluent,Personal Loan,1081811.0,60,9.0,True,Yes,True
287,CUST100383,65.0,,,Business,Graduate,Married,Hyderabad,Premium,Personal,858508.0,24,6.0,True,Yes,True
288,CUST100900,49.0,451277.0,638.0,Salaried,Graduate,Single,Mumbai,Affluent,Business,1862201.0,60,3.0,True,Yes,True
289,CUST100381,21.0,1118138.0,681.0,Contract,Diploma,Single,Kolkata,Premium,Education,,60,8.0,True,No,True
290,CUST100059,55.0,50.0,681.0,Business,Graduate,Married,Hyderabad,Sme,Auto,276229.0,72,,True,Yes,True
291,CUST100835,61.0,335806.0,687.0,Contract,,Single,Bengaluru,Sme,Education,481189.0,120,10.0,True,Yes,True
292,CUST101024,60.0,,731.0,Contract,Diploma,Married,Bengaluru,Affluent,Business,238027.0,84,5.0,True,No,True
293,CUST100433,59.0,740883.0,,Self-Employed,Graduate,Divorced,Delhi,Affluent,Personal,460715.0,36,5.0,True,No,True
294,CUST101464,23.0,401751.0,687.0,Salaried,Other,Single,Chennai,Mass,Auto,634741.0,84,9.0,True,Yes,True
295,CUST101220,41.0,442392.0,250.0,Business,Diploma,Married,Delhi,Affluent,Auto,50000000.0,72,9.0,True,Yes,True
296,CUST100745,58.0,1044693.0,0.0,Business,Postgraduate,Married,Bengaluru,Affluent,Auto,,36,3.0,True,No,True
297,CUST101240,22.0,490619.0,763.0,Salaried,Postgraduate,Married,Delhi,Affluent,Personal,367101.0,60,6.0,True,No,True
298,CUST101086,60.0,258510.0,747.0,Contract,Diploma,Married,Jaipur,Affluent,Business,245820.0,12,6.0,True,Yes,True
299,CUST100502,51.0,1207664.0,795.0,Contract,Postgraduate,Married,Chennai,Premium,Home,1785635.0,84,4.0,True,No,True
300,CUST100612,42.0,,776.0,Contract,Graduate,Single,Bengaluru,Premium,Home,1426878.0,60,5.0,True,No,True
301,CUST100514,59.0,677558.0,686.0,Business,Graduate,married,Chennai,Mass,Personal,895787.0,84,3.0,True,No,True
302,CUST101183,53.0,868165.0,671.0,Self-Employed,Graduate,Married,Bengaluru,Premium,Education,876046.0,12,7.0,True,No,True
303,CUST100847,28.0,371855.0,731.0,Business,Graduate,Single,Delhi,Sme,Auto,824816.0,24,3.0,True,No,True
304,CUST100456,47.0,301531.0,738.0,Salaried,Graduate,Single,Pune,Mass,Business,695043.0,48,7.0,True,No,True
305,CUST100234,56.0,650000.0,664.0,Contract,Postgraduate,Married,Pune,Mass,Personal,879073.0,84,6.0,True,Yes,True
306,CUST100977,25.0,519779.0,634.0,Self-Employed,Graduate,Single,Kolkata,Mass,Auto,156056.0,12,6.0,False,Yes,True
307,CUST100197,42.0,120000.0,669.0,Business,Postgraduate,Single,Bengaluru,Affluent,Personal,765012.0,60,8.0,True,Yes,True
308,CUST100846,105.0,479269.0,715.0,Self-Employed,Graduate,Married,Pune,Affluent,Home,1894157.0,60,1.0,True,Yes,True
309,CUST101347,61.0,1032725.0,759.0,Self-Employed,12Th,Married,Bengaluru,Affluent,Personal,429371.0,72,7.0,True,Yes,True
310,CUST100082,41.0,386371.0,660.0,Business,,Single,Delhi,Mass,Home,637992.0,84,4.0,True,No,True
311,CUST101439,35.0,899793.0,659.0,Salaried,Graduate,Married,Kolkata,Premium,Education,492370.0,84,3.0,True,Yes,True
312,CUST100375,62.0,474407.0,615.0,Salaried,Postgraduate,Married,Bengaluru,Affluent,Home,333254.0,84,6.0,True,Yes,True
313,CUST101207,,491311.0,739.0,Self-Employed,12Th,Single,Delhi,Premium,Education,1037576.0,36,3.0,True,Yes,False
314,CUST100112,57.0,1375349.0,619.0,Business,12Th,Single,Delhi,Mass,Personal,218194.0,60,4.0,True,No,True
315,CUST101309,40.0,717354.0,619.0,Business,Graduate,Single,Bengaluru,Mass,Education,423963.0,84,4.0,True,Yes,True
316,CUST100811,23.0,848564.0,709.0,Salaried,Diploma,Single,Chennai,Affluent,Business,281188.0,60,7.0,False,Yes,True
317,CUST101059,40.0,379436.0,667.0,Self-Employed,Graduate,Married,Bengaluru,Mass,Auto,245193.0,36,6.0,True,Yes,True
318,CUST100744,33.0,810484.0,669.0,Business,Postgraduate,Married,Hyderabad,Mass,Home,489873.0,84,3.0,True,Yes,True
319,CUST101485,40.0,1092019.0,747.0,Self-Employed,Graduate,Married,Hyderabad,Mass,Auto,442068.0,48,4.0,True,Yes,True
320,CUST100678,24.0,595483.0,720.0,Self-Employed,Diploma,Single,Delhi,Affluent,Business,683291.0,12,4.0,True,Yes,True
321,CUST100311,52.0,,786.0,Salaried,Graduate,Single,Delhi,Affluent,Auto,,72,-5.0,True,Yes,True
322,CUST100615,53.0,792125.0,746.0,Self-Employed,Postgraduate,Single,Hyderabad,Affluent,Auto,344087.0,12,2.0,True,No,True
323,CUST100507,,25000000.0,659.0,Self-Employed,Graduate,Divorced,Kolkata,Sme,Education,347305.0,48,6.0,True,No,False
324,CUST100862,64.0,603967.0,646.0,Contract,Graduate,Single,Jaipur,Mass,Personal,171598.0,72,6.0,True,Yes,True
325,CUST100452,64.0,260101.0,804.0,Business,Diploma,Married,Mumbai,Mass,Education,645078.0,84,4.0,True,Yes,True
326,CUST101138,38.0,1072738.0,682.0,Salaried,Diploma,Married,Chennai,Affluent,Education,1737074.0,60,4.0,True,Yes,True
327,CUST100351,46.0,,856.0,Salaried,Graduate,Single,Bengaluru,Affluent,Home,91808.0,12,5.0,True,Yes,True
328,CUST100368,42.0,309833.0,802.0,Contract,Postgraduate,Single,Mumbai,Mass,Home,353192.0,72,6.0,True,Yes,True
329,CUST101226,66.0,273582.0,695.0,Business,Postgraduate,Single,Pune,Sme,Education,262325.0,24,5.0,True,No,True
330,CUST101050,26.0,2503802.0,664.0,Contract,Graduate,Married,Mumbai,Sme,Business,223361.0,36,10.0,True,Yes,True
331,CUST100428,58.0,540521.0,683.0,Salaried,Graduate,Divorced,Hyderabad,Premium,Personal,388648.0,84,2.0,False,Yes,True
332,CUST100359,25.0,490493.0,794.0,Self-Employed,12Th,Single,Mumbai,Affluent,Education,331633.0,24,5.0,True,Yes,True
333,CUST101314,61.0,537245.0,737.0,Contract,Postgraduate,Single,Mumbai,Mass,Unknown,370101.0,120,5.0,False,No,True
334,CUST100471,55.0,1355907.0,636.0,Business,Graduate,Single,Kolkata,Premium,Home,156009.0,72,4.0,True,Yes,True
335,CUST100998,37.0,504379.0,790.0,Salaried,Postgraduate,unknown,Mumbai,Mass,Education,500.0,84,9.0,True,Yes,True
336,CUST100949,65.0,744201.0,658.0,Contract,Graduate,Married,Delhi,Mass,Home,534540.0,48,4.0,True,Yes,True
337,CUST100561,46.0,1152754.0,808.0,Salaried,Diploma,Married,Chennai,Mass,Business,776241.0,72,3.0,True,No,True
338,CUST101459,33.0,,672.0,Salaried,Graduate,Married,Bengaluru,Premium,Personal,893436.0,72,10.0,True,Yes,True
339,CUST100707,21.0,965549.0,765.0,,12Th,Married,Jaipur,Mass,Personal,963838.0,48,3.0,True,No,True
340,CUST100786,48.0,825804.0,686.0,,12Th,Married,Jaipur,Mass,Business,1487501.0,24,3.0,True,No,True
341,CUST101255,51.0,341587.0,634.0,Business,Graduate,Single,Mumbai,Mass,Education,483070.0,24,6.0,True,No,True
342,CUST100255,52.0,402265.0,120.0,Business,Diploma,Married,,Mass,Home,,36,9.0,True,Yes,True
343,CUST100323,49.0,908945.0,695.0,Salaried,Graduate,Married,Kolkata,Premium,Education,,48,7.0,False,Yes,True
344,CUST101119,54.0,,648.0,Self-Employed,12Th,Single,Bengaluru,Premium,Business,559466.0,36,5.0,False,No,True
345,CUST101103,64.0,1168413.0,725.0,Business,Postgraduate,Single,Bengaluru,Affluent,Personal,861954.0,72,5.0,True,No,True
346,CUST100775,60.0,548527.0,685.0,Contract,Diploma,Married,Mumbai,Mass,Education,280348.0,120,4.0,True,Yes,True
347,CUST100694,65.0,1190611.0,576.0,Self-Employed,Postgraduate,Single,Delhi,Premium,Auto,332930.0,84,3.0,True,Yes,True
348,CUST100562,23.0,229310.0,674.0,Business,Graduate,Single,Delhi,Mass,Business,134558.0,24,6.0,True,No,True
349,CUST101236,37.0,397501.0,663.0,Business,Graduate,Married,Hyderabad,Mass,Education,277885.0,24,7.0,True,Yes,True
350,CUST100472,58.0,1054242.0,651.0,Salaried,Postgraduate,Married,Bengaluru,Premium,Education,874593.0,60,9.0,True,Yes,True
351,CUST100888,,713868.0,,Self-Employed,Other,Married,Mumbai,Affluent,Education,342038.0,60,3.0,True,Yes,False
352,CUST100087,25.0,610027.0,835.0,Business,Graduate,Married,Hyderabad,Affluent,Education,754231.0,48,2.0,True,No,True
353,CUST101456,24.0,666332.0,837.0,Business,Graduate,Single,Hyderabad,Affluent,Personal,270146.0,36,9.0,True,Yes,True
354,CUST100266,48.0,880353.0,708.0,Salaried,Postgraduate,Married,Chennai,Premium,Education,406409.0,12,1.0,True,Yes,True
355,CUST100288,47.0,542967.0,737.0,Self-Employed,Graduate,Single,Bengaluru,Mass,Personal,915048.0,24,5.0,True,Yes,True
357,CUST100527,,100.0,,Contract,Graduate,Single,,Affluent,Education,284088.0,12,1.0,True,Yes,False
358,CUST101157,26.0,922687.0,754.0,Business,Diploma,Married,Hyderabad,Mass,Personal,247608.0,36,5.0,True,Yes,True
359,CUST100553,59.0,542940.0,700.0,Salaried,12Th,Single,Pune,Mass,Personal,218661.0,36,8.0,True,Yes,True
360,CUST100635,29.0,1628135.0,,Self-Employed,,Single,Pune,Mass,Home,432375.0,12,5.0,True,Yes,True
361,CUST100760,55.0,1474069.0,858.0,,Graduate,Married,Bengaluru,Mass,Auto,367688.0,12,5.0,True,Yes,True
362,CUST100222,12.0,,750.0,Business,Graduate,Married,Chennai,Affluent,Auto,491207.0,60,4.0,True,No,True
363,CUST100114,42.0,541674.0,713.0,Self-Employed,,Divorced,Pune,Mass,Business,273522.0,12,4.0,True,Yes,True
364,CUST101426,59.0,465786.0,,Salaried,12Th,Married,Chennai,Sme,Business,1373236.0,120,2.0,True,Yes,True
365,CUST101446,,1182793.0,617.0,Business,Postgraduate,Single,Chennai,Mass,Auto,400749.0,120,5.0,True,Yes,False
366,CUST100175,,559663.0,660.0,Contract,12Th,Married,Delhi,Mass,Home,935117.0,12,8.0,True,No,False
367,CUST100555,67.0,481855.0,688.0,Self-Employed,Postgraduate,Single,Chennai,Mass,Personal,69314.0,84,7.0,True,Yes,True
368,CUST100384,32.0,834147.0,728.0,Self-Employed,12Th,Married,Chennai,Affluent,Home,635526.0,24,3.0,True,Yes,True
369,CUST101205,51.0,633034.0,889.0,Contract,12Th,Married,Hyderabad,Mass,Auto,654316.0,24,4.0,True,Yes,True
370,CUST100019,60.0,298698.0,659.0,Contract,Graduate,Married,Mumbai,Mass,Personal,639412.0,48,7.0,True,Yes,True
371,CUST101234,56.0,474884.0,,Salaried,12Th,Single,Mumbai,Sme,Home,639162.0,72,3.0,True,Yes,True
372,CUST100286,65.0,765304.0,772.0,Self-Employed,Graduate,Married,Mumbai,Premium,Auto,450000.0,72,12.0,True,No,True
373,CUST101186,35.0,372313.0,638.0,Contract,Diploma,Married,Hyderabad,Premium,Business,1266055.0,72,6.0,True,No,True
374,CUST100723,60.0,720000.0,717.0,Self-Employed,Diploma,Married,Kolkata,Mass,Business,1141845.0,120,6.0,True,Yes,True
376,CUST100032,31.0,563026.0,710.0,Business,Postgraduate,Single,Hyderabad,Mass,Auto,400129.0,12,0.0,True,Yes,True
377,CUST100572,40.0,526487.0,708.0,Contract,12Th,Single,Hyderabad,Mass,Personal,378286.0,36,1.0,True,Yes,True
378,CUST100211,33.0,651880.0,621.0,Contract,Postgraduate,Married,Jaipur,Mass,Business,50000000.0,72,3.0,True,No,True
379,CUST100924,27.0,887316.0,731.0,Contract,Graduate,Divorced,Chennai,Mass,Education,314519.0,48,8.0,True,No,True
380,CUST101007,60.0,413856.0,658.0,Salaried,Graduate,Single,Hyderabad,Affluent,Personal,2107114.0,84,3.0,True,Yes,True
381,CUST100482,59.0,514708.0,646.0,Self-Employed,12Th,Married,Jaipur,Mass,Auto,1509836.0,12,4.0,True,No,True
382,CUST100842,51.0,695156.0,727.0,Salaried,Diploma,Married,Jaipur,Mass,Personal,158632.0,60,12.0,True,Yes,True
383,CUST101107,-3.0,982428.0,,Business,Graduate,Married,Mumbai,Sme,Auto,,72,1.0,True,Yes,False
384,CUST101079,40.0,495965.0,688.0,Contract,Postgraduate,Married,Pune,Affluent,Auto,182779.0,84,4.0,True,Yes,True
385,CUST101091,44.0,254581.0,684.0,Business,Graduate,Married,Pune,Premium,Home,,12,5.0,True,Yes,True
386,CUST101437,41.0,762489.0,701.0,Salaried,12Th,Single,Delhi,Affluent,Home,218131.0,48,4.0,True,No,True
387,CUST100189,32.0,672185.0,568.0,Business,Graduate,Single,Kolkata,Affluent,Home,381678.0,24,3.0,True,Yes,True
388,CUST101170,64.0,843487.0,683.0,Contract,Postgraduate,Single,Chennai,Affluent,Business,572431.0,24,5.0,False,Yes,True
389,CUST100974,43.0,503544.0,642.0,Business,Graduate,Single,Pune,Sme,Home,876120.0,24,3.0,True,Yes,True
390,CUST101031,43.0,448186.0,786.0,Salaried,Graduate,Single,Jaipur,Affluent,Business,480185.0,24,5.0,True,Yes,True
391,CUST101428,63.0,1018948.0,691.0,Salaried,Postgraduate,Single,Pune,Mass,Business,1248765.0,120,3.0,True,Yes,True
392,CUST101279,21.0,503799.0,701.0,Business,Graduate,Married,Delhi,Premium,Education,882943.0,72,0.0,True,Yes,True
393,CUST100939,42.0,932468.0,625.0,Business,Graduate,Married,Delhi,Affluent,Personal,951688.0,24,6.0,True,No,True
394,CUST100084,60.0,779792.0,688.0,Salaried,Graduate,Single,Pune,Affluent,Home,606616.0,60,6.0,True,No,True
395,CUST101114,34.0,793131.0,690.0,Contract,Postgraduate,Married,Delhi,Mass,Education,253794.0,24,6.0,False,Yes,True
396,CUST100049,52.0,351654.0,,Self-Employed,Graduate,Divorced,Delhi,Premium,Personal,267292.0,72,6.0,True,Yes,True
397,CUST101142,36.0,386202.0,575.0,,Graduate,Married,Delhi,Mass,Home,,24,2.0,True,No,True
398,CUST100156,52.0,253877.0,564.0,Contract,Postgraduate,Married,Hyderabad,Affluent,Home,421927.0,84,8.0,True,No,True
399,CUST100430,54.0,1065784.0,863.0,Salaried,Postgraduate,Single,Hyderabad,Affluent,Home Loan,530332.0,72,4.0,True,Yes,True
400,CUST101168,39.0,715368.0,684.0,Salaried,12Th,Married,Chennai,Mass,Education,813609.0,72,5.0,True,Yes,True
401,CUST100427,61.0,815706.0,817.0,Contract,Graduate,M,Pune,Affluent,Education,206622.0,12,4.0,False,No,True
402,CUST101162,44.0,1286375.0,735.0,Salaried,Graduate,Single,Hyderabad,Affluent,Education,626572.0,36,80.0,True,Yes,True
403,CUST100840,63.0,606063.0,695.0,Business,Graduate,Married,Kolkata,Mass,Education,323368.0,72,5.0,True,No,True
404,CUST101260,58.0,,716.0,Contract,Graduate,Married,Chennai,Mass,Home,236927.0,120,6.0,True,No,True
405,CUST100993,30.0,884169.0,759.0,Self-Employed,Postgraduate,Single,Kolkata,Mass,Business,608754.0,12,2.0,True,No,True
406,CUST101191,40.0,446913.0,579.0,Business,Other,Single,,Mass,Education,264020.0,72,0.0,True,Yes,True
407,CUST100180,44.0,311022.0,751.0,Self-Employed,Diploma,Married,Hyderabad,Sme,Education,,72,5.0,True,No,True
408,CUST100429,22.0,1060095.0,733.0,Contract,Graduate,Married,Bengaluru,Mass,Business,399674.0,120,5.0,True,Yes,True
409,CUST101278,57.0,720000.0,782.0,Self-Employed,Postgraduate,Married,Mumbai,Premium,Personal,978282.0,24,3.0,True,Yes,True
410,CUST100480,26.0,391113.0,662.0,Salaried,12Th,Single,Bengaluru,Affluent,Education,,36,4.0,True,No,True
411,CUST100536,28.0,480727.0,641.0,Salaried,Graduate,Married,Jaipur,Mass,Personal,,60,6.0,True,Yes,True
412,CUST101112,31.0,,713.0,Business,Postgraduate,Married,Jaipur,Affluent,Personal,534705.0,48,3.0,False,Yes,True
413,CUST100364,62.0,669608.0,736.0,Contract,Graduate,Single,Hyderabad,Mass,Home,480466.0,48,6.0,True,Yes,True
414,CUST101206,63.0,366729.0,738.0,Salaried,Diploma,Married,Chennai,Mass,Home,590473.0,72,2.0,True,No,True
415,CUST101228,67.0,420146.0,776.0,Self-Employed,Graduate,Divorced,Jaipur,Premium,Personal,1473636.0,24,3.0,True,Yes,True
416,CUST100347,67.0,388553.0,727.0,Self-Employed,12Th,Married,Kolkata,Mass,Auto,547677.0,72,3.0,True,No,True
417,CUST101436,25.0,867342.0,737.0,Business,Other,Married,Chennai,Affluent,Business,510106.0,72,6.0,True,Yes,True
418,CUST100479,52.0,1325750.0,739.0,Self-Employed,Graduate,Single,Hyderabad,Mass,Personal,147457.0,24,4.0,True,No,True
419,CUST100944,,1540944.0,,Self-Employed,Graduate,Married,Jaipur,Mass,Personal,141388.0,24,5.0,True,Yes,False
420,CUST100683,66.0,589349.0,778.0,Contract,Postgraduate,Single,Kolkata,Mass,Auto,634091.0,12,3.0,True,Yes,True
421,CUST101325,61.0,335285.0,698.0,Contract,Graduate,Single,Kolkata,Sme,Education,136044.0,24,5.0,True,No,True
422,CUST100611,60.0,263891.0,658.0,Contract,Diploma,Married,Delhi,Mass,Business,237023.0,72,2.0,True,No,True
423,CUST100589,60.0,171320.0,732.0,Business,12Th,Single,Delhi,Mass,Education,801497.0,72,3.0,True,No,True
424,CUST100894,67.0,674991.0,763.0,Business,Graduate,Married,Hyderabad,Mass,Home,177851.0,36,4.0,True,Yes,True
425,CUST100244,,616651.0,641.0,Salaried,Postgraduate,Single,Jaipur,Affluent,Education,817702.0,12,6.0,True,Yes,False
426,CUST100837,58.0,458170.0,688.0,Business,Postgraduate,Single,Delhi,Affluent,Auto,332882.0,48,6.0,True,No,True
427,CUST100591,58.0,368917.0,676.0,Self-Employed,Postgraduate,Single,Bengaluru,Mass,Auto,,60,7.0,True,Yes,True
428,CUST101253,24.0,683498.0,783.0,Salaried,Diploma,Married,Bengaluru,Affluent,Personal,651871.0,84,3.0,True,Yes,True
429,CUST100794,59.0,249183.0,722.0,Business,12Th,Divorced,Hyderabad,Mass,Auto,674690.0,12,2.0,True,Yes,True
