Product,Price,Rating,Brand,Ram(GB),Ssd_Storage(GB),Color,Processor
500,342490.0,4.5,Apple,24,1024,Silver,Intel
501,200490.0,4.7,Apple,16,1024,Silver,Intel
502,75990.0,3.6,HP,16,512,Silver,Intel
503,69990.0,3.2,HP,16,512,Silver,Snapdragon
504,342490.0,4.6,Apple,24,2048,Silver,Intel
505,73990.0,4.8,Apple,8,256,Indigo,Intel
506,194990.0,4.8,Apple,24,1024,sky-blue,Intel
507,73990.0,4.7,Apple,8,256,Silver,Intel
508,81490.0,5.0,DELL,16,746,sky-blue,Intel
509,53990.0,2.0,DELL,8,512,Black,Intel
510,73490.0,2.5,DELL,8,512,Black,Intel
511,69990.0,3.2,HP,16,512,Silver,Snapdragon
512,75990.0,3.6,HP,16,512,Silver,Intel
513,342490.0,4.6,Apple,24,2048,Silver,Intel
514,73990.0,4.8,Apple,8,256,Indigo,Intel
515,81490.0,5.0,DELL,16,746,sky-blue,Intel
516,73990.0,4.7,Apple,8,256,Silver,Intel
517,103990.0,5.0,DELL,16,512,Silver,Intel
518,84990.0,4.0,HP,16,1024,Silver,Snapdragon
519,589990.0,4.3,Apple,48,2048,Black,Intel
520,69990.0,3.2,HP,16,512,Silver,Snapdragon
521,75990.0,3.6,HP,16,512,Silver,Intel
522,73990.0,4.8,Apple,8,256,Indigo,Intel
523,73990.0,4.7,Apple,8,256,Silver,Intel
524,475490.0,5.0,Apple,36,2048,Silver,Intel
525,103990.0,5.0,DELL,16,512,Silver,Intel
526,200490.0,4.7,Apple,16,1024,sky-blue,Intel
527,194990.0,4.8,Apple,24,1024,sky-blue,Intel
528,589990.0,4.3,Apple,48,2048,Black,Intel
529,464490.0,5.0,Apple,36,2048,Black,Intel
530,73990.0,4.8,Apple,8,256,Indigo,Intel
531,73990.0,4.7,Apple,8,256,Silver,Intel
532,194990.0,4.8,Apple,24,1024,sky-blue,Intel
533,589990.0,4.3,Apple,48,2048,Black,Intel
534,69990.0,3.2,HP,16,512,Silver,Snapdragon
535,200490.0,4.7,Apple,16,1024,Silver,Intel
536,79990.0,4.1,HP,16,512,Silver,Snapdragon
537,70990.0,3.6,Lenovo,16,512,Grey,Intel
538,342490.0,4.6,Apple,24,2048,Silver,Intel
539,194990.0,4.8,Apple,24,1024,sky-blue,Intel
540,73990.0,4.7,Apple,8,256,Silver,Intel
541,69990.0,3.2,HP,16,512,Silver,Snapdragon
542,73990.0,4.8,Apple,8,256,Indigo,Intel
543,200490.0,4.7,Apple,16,1024,Silver,Intel
544,342490.0,4.5,Apple,24,1024,Black,Intel
545,64390.0,3.8,Acer,15,512,Silver,Intel
